id,nome,tipo,nivel_magia,custo_mana,prereq,execucao,alcance,alvo,duracao,categoria,natureza,descricao
793,Armadura de Chamas,Magias Iniciais,2,2,Armaduras Leve ou Pesadas,Padrão,Toque,Objeto,3 Rodadas,Encantamento,Fogo,"Você envolve uma armadura em chamas mágicas controladas, fazendo com que ela irradie um calor intenso sem causar dano ao usuário. Enquanto a habilidade estiver ativa, criaturas adjacentes ao portador sofrem 1d8 de dano de Fogo no início de seus turnos caso permaneçam próximas. Além disso, a criatura encantada recebe resistência ao elemento Fogo, reduzindo pela metade todo dano de Fogo recebido."
794,Armadura de Chamas Elite,Magias Iniciais,4,6,Armaduras Leve ou Pesadas,Padrão,Toque,Objeto,3 Rodadas,Encantamento,Fogo,"Você envolve uma armadura em chamas mágicas controladas, fazendo com que ela irradie um calor intenso sem causar dano ao usuário. Enquanto a habilidade estiver ativa, criaturas adjacentes ao portador sofrem 2d8 de dano de Fogo no início de seus turnos caso permaneçam próximas. Além disso, a criatura encantada recebe resistência ao elemento Fogo, reduzindo pela metade todo dano de Fogo recebido."
795,Armadura de Chamas Maior,Magias Iniciais,5,8,Armaduras Leve ou Pesadas,Padrão,Toque,Objeto,3 Rodadas,Encantamento,Fogo,"Você envolve uma armadura em chamas mágicas controladas, fazendo com que ela irradie um calor intenso sem causar dano ao usuário. Enquanto a habilidade estiver ativa, criaturas adjacentes ao portador sofrem 3d8 de dano de Fogo no início de seus turnos caso permaneçam próximas. Além disso, a criatura encantada recebe resistência ao elemento Fogo, reduzindo pela metade todo dano de Fogo recebido."
796,Barreira de Fogo,Magias Iniciais,2,2,,Padrão,Curto,Local,3 Rodadas,Invocação,Fogo,"O conjurador ergue uma barreira de fogo com espaço equivalente ao de uma criatura e altura de até 9 metros. Criaturas que atravessarem a barreira sofrem 2d10 de dano de Fogo. Criaturas que estiverem no local onde a barreira for criada devem realizar uma salvaguarda de Reflexos. Em caso de sucesso, a criatura pode se mover para uma área adjacente válida sem provocar ataques de oportunidade. Em caso de falha, permanece na área da barreira e sofre o dano normalmente."
797,Barreira de Fogo Elite,Magias Iniciais,4,6,,Padrão,Curto,Local,3 Rodadas,Invocação,Fogo,"O conjurador ergue duas barreira de fogo com espaço equivalente ao de uma criatura e altura de até 9 metros. Criaturas que atravessarem a barreira sofrem 2d10 de dano de Fogo. Criaturas que estiverem no local onde a barreira for criada devem realizar uma salvaguarda de Reflexos. Em caso de sucesso, a criatura pode se mover para uma área adjacente válida sem provocar ataques de oportunidade. Em caso de falha, permanece na área da barreira e sofre o dano normalmente."
798,Barreira de Fogo Maior,Magias Iniciais,5,8,,Padrão,Curto,Local,3 Rodadas,Invocação,Fogo,"O conjurador ergue três barreira de fogo com espaço equivalente ao de uma criatura e altura de até 9 metros. Criaturas que atravessarem a barreira sofrem 2d10 de dano de Fogo. Criaturas que estiverem no local onde a barreira for criada devem realizar uma salvaguarda de Reflexos. Em caso de sucesso, a criatura pode se mover para uma área adjacente válida sem provocar ataques de oportunidade. Em caso de falha, permanece na área da barreira e sofre o dano normalmente."
799,Bolas de Fogo,Magias Iniciais,2,2,,Padrão,Médio,Criatura,Instantânea,Ofensiva,Fogo,"Você conjura um círculo arcano que projeta uma esfera de fogo concentrado contra o alvo. Realize um ataque mágico contra a Defesa da criatura. Em caso de acerto, o alvo sofre 2d8 de dano de Fogo."
800,Bolas de Fogo Elite,Magias Iniciais,4,6,,Padrão,Médio,Criatura,Instantânea,Ofensiva,Fogo,"Você conjura um círculo arcano que projeta uma esfera de fogo concentrado contra o alvo. Realize um ataque mágico contra a Defesa da criatura. Em caso de acerto, o alvo sofre 3d8 de dano de Fogo."
801,Bolas de Fogo Maior,Magias Iniciais,5,8,,Padrão,Médio,Criatura,Instantânea,Ofensiva,Fogo,"Você conjura um círculo arcano que projeta uma esfera de fogo concentrado contra o alvo. Realize um ataque mágico contra a Defesa da criatura. Em caso de acerto, o alvo sofre 4d8 de dano de Fogo."
802,Chama Reveladora,Magias Iniciais,2,2,,Padrão,Curto,Local,3 Rodadas,Controle,Fogo,"Você envolve seu corpo com uma chama viva. Criaturas adjacentes sofrem dano de Fogo ao início de seus turnos. Além disso, criaturas invisíveis, furtivas ou ocultas que entrarem na área são imediatamente reveladas. Chama de 3 metros de raio. Criaturas adjacentes sofrem 1d6 de dano de Fogo ao início de seus turnos."
803,Chama Reveladora Elite,Magias Iniciais,4,6,,Padrão,Curto,Local,3 Rodadas,Controle,Fogo,"Você envolve seu corpo com uma chama viva. Criaturas adjacentes sofrem dano de Fogo ao início de seus turnos. Além disso, criaturas invisíveis, furtivas ou ocultas que entrarem na área são imediatamente reveladas. Chama de 6 metros de raio. Criaturas adjacentes sofrem 2d6 de dano de Fogo ao início de seus turnos."
804,Chama Reveladora Maior,Magias Iniciais,5,8,,Padrão,Curto,Local,3 Rodadas,Controle,Fogo,"Você envolve seu corpo com uma chama viva. Criaturas adjacentes sofrem dano de Fogo ao início de seus turnos. Além disso, criaturas invisíveis, furtivas ou ocultas que entrarem na área são imediatamente reveladas. Chama de 9 metros de raio. Criaturas adjacentes sofrem 2d6 de dano de Fogo ao início de seus turnos."
805,Círculo de Chamas Elite,Magias Iniciais,4,6,,Padrão,Curto,Local,Instantânea,Ofensiva,Fogo,"O conjurador cria um círculo de fogo intenso em uma área designada e realiza um ataque mágico contra todas as criaturas dentro dela. As criaturas atingidas sofrem 2d6 de dano de Fogo. Em caso de acerto crítico, as criaturas afetadas também recebem a condição Em Chamas. O círculo flamejante se espalha em um raio de até 6 metros, consumindo tudo ao redor com calor abrasador."
806,Círculo de Chamas Maior,Magias Iniciais,5,8,,Padrão,Curto,Local,Instantânea,Ofensiva,Fogo,"O conjurador cria um círculo de fogo intenso em uma área designada e realiza um ataque mágico contra todas as criaturas dentro dela. As criaturas atingidas sofrem 3d6 de dano de Fogo. Em caso de acerto crítico, as criaturas afetadas também recebem a condição Em Chamas. O círculo flamejante se espalha em um raio de até 9 metros, consumindo tudo ao redor com calor abrasador."
807,Círculo de Chamas Avançado,Magias Iniciais,6,10,,Padrão,Curto,Local,Instantânea,Ofensiva,Fogo,"O conjurador cria um círculo de fogo intenso em uma área designada e realiza um ataque mágico contra todas as criaturas dentro dela. As criaturas atingidas sofrem 4d6 de dano de Fogo. Em caso de acerto crítico, as criaturas afetadas também recebem a condição Em Chamas. O círculo flamejante se espalha em um raio de até 9 metros, consumindo tudo ao redor com calor abrasador."
808,Lança de Fogo Elite,Magias Iniciais,4,6,,Padrão,Médio,Criatura,Instantânea,Ofensiva,Fogo,"O conjurador cria um círculo mágico flamejante que dispara duas lanças de fogo contra um alvo. Realize um único ataque mágico; em caso de acerto, ambas as lanças atingem o alvo, sendo tratadas como duas fontes de dano distintas que utilizam a mesma rolagem de ataque. Cada lança causa 2d6 de dano de Fogo. Em caso de acerto crítico, além do dano normal, o alvo recebe a condição Em Chamas por 3 rodadas."
809,Lança de Fogo Maior,Magias Iniciais,5,8,,Padrão,Médio,Criatura,Instantânea,Ofensiva,Fogo,"O conjurador cria um círculo mágico flamejante que dispara três lanças de fogo contra um alvo. Realize um único ataque mágico; em caso de acerto, ambas as lanças atingem o alvo, sendo tratadas como duas fontes de dano distintas que utilizam a mesma rolagem de ataque. Cada lança causa 2d6 de dano de Fogo. Em caso de acerto crítico, além do dano normal, o alvo recebe a condição Em Chamas por 3 rodadas."
810,Lança de Fogo Avançado,Magias Iniciais,6,10,,Padrão,Médio,Criatura,Instantânea,Ofensiva,Fogo,"O conjurador cria um círculo mágico flamejante que dispara quatro lanças de fogo contra um alvo. Realize um único ataque mágico; em caso de acerto, ambas as lanças atingem o alvo, sendo tratadas como duas fontes de dano distintas que utilizam a mesma rolagem de ataque. Cada lança causa 2d6 de dano de Fogo. Em caso de acerto crítico, além do dano normal, o alvo recebe a condição Em Chamas por 3 rodadas."
811,Armadura de Pedra,Magias Iniciais,2,2,,Padrão,Curto,Criatura,Sustentada,Defensiva,Terra,"O conjurador envolve uma criatura em camadas de rocha sólida, tornando seu corpo extremamente resistente. Enquanto a magia estiver ativa, o alvo recebe +2 de Defesa Base, sofre apenas metade do dano recebido e tem seu deslocamento reduzido pela metade."
812,Armadura de Pedra Elite,Magias Iniciais,4,6,,Padrão,Curto,Criatura,Sustentada,Defensiva,Terra,"O conjurador envolve uma criatura em camadas de rocha sólida, tornando seu corpo extremamente resistente. Enquanto a magia estiver ativa, o alvo recebe +3 de Defesa Base, sofre apenas metade do dano recebido e tem seu deslocamento reduzido pela metade."
813,Armadura de Pedra Maior,Magias Iniciais,5,8,,Padrão,Curto,Criatura,Sustentada,Defensiva,Terra,"O conjurador envolve uma criatura em camadas de rocha sólida, tornando seu corpo extremamente resistente. Enquanto a magia estiver ativa, o alvo recebe +4 de Defesa Base, sofre apenas metade do dano recebido e tem seu deslocamento reduzido pela metade."
814,Deformar Terreno Elite,Magias Iniciais,4,6,,Padrão,Médio,Local,3 rodadas,Controle,Terra,"O conjurador distorce e fragmenta o solo em uma área, tornando o terreno instável e difícil de atravessar. Todas as criaturas dentro da área têm sua velocidade de movimento reduzida pela metade durante a duração. Área de 12 metros de raio."
815,Deformar Terreno Maior,Magias Iniciais,5,8,,Padrão,Médio,Local,3 rodadas,Controle,Terra,"O conjurador distorce e fragmenta o solo em uma área, tornando o terreno instável e difícil de atravessar. Todas as criaturas dentro da área têm sua velocidade de movimento reduzida pela metade durante a duração. Área de 15 metros de raio."
816,Deformar Terreno Avançado,Magias Iniciais,6,10,,Padrão,Médio,Local,3 rodadas,Controle,Terra,"O conjurador distorce e fragmenta o solo em uma área, tornando o terreno instável e difícil de atravessar. Todas as criaturas dentro da área têm sua velocidade de movimento reduzida pela metade durante a duração. Área de 18 metros de raio."
817,Fúria da Terra Elite,Magias Iniciais,4,6,,Padrão,Curto,Local,3 rodadas,Ofensiva,Terra,"O conjurador seleciona um ponto dentro do alcance, criando uma área com raio de 9 metros. Todas as criaturas na área devem realizar uma salvaguarda de Reflexos com aumento na CD em +2. Em caso de falha, a terra se ergue e se fecha em um círculo esmagador sob seus pés, causando 3d8 de dano de Terra. Em caso de sucesso, a criatura sofre metade do dano. Após a conjuração, a área afetada torna-se terreno difícil. Enquanto o efeito permanecer ativo, a região é considerada um terreno mágico selado e não pode ser alvo de magias ou efeitos mágicos."
818,Fúria da Terra Maior,Magias Iniciais,5,8,,Padrão,Curto,Local,3 rodadas,Ofensiva,Terra,"O conjurador seleciona um ponto dentro do alcance, criando uma área com raio de 9 metros. Todas as criaturas na área devem realizar uma salvaguarda de Reflexos com aumento na CD em +5. Em caso de falha, a terra se ergue e se fecha em um círculo esmagador sob seus pés, causando 4d8 de dano de Terra. Em caso de sucesso, a criatura sofre metade do dano. Após a conjuração, a área afetada torna-se terreno difícil. Enquanto o efeito permanecer ativo, a região é considerada um terreno mágico selado e não pode ser alvo de magias ou efeitos mágicos."
819,Fúria da Terra Avançado,Magias Iniciais,6,10,,Padrão,Curto,Local,3 rodadas,Ofensiva,Terra,"O conjurador seleciona um ponto dentro do alcance, criando uma área com raio de 9 metros. Todas as criaturas na área devem realizar uma salvaguarda de Reflexos com aumento na CD em +8. Em caso de falha, a terra se ergue e se fecha em um círculo esmagador sob seus pés, causando 5d8 de dano de Terra. Em caso de sucesso, a criatura sofre metade do dano. Após a conjuração, a área afetada torna-se terreno difícil. Enquanto o efeito permanecer ativo, a região é considerada um terreno mágico selado e não pode ser alvo de magias ou efeitos mágicos."
820,Palmas da Terra Elite,Magias Iniciais,4,6,,Padrão,Médio,Criatura,Instantânea,Ofensiva,Terra,"Duas enormes mãos de pedra emergem do solo e se fecham sobre a criatura alvo. O conjurador realiza um ataque mágico; o resultado define a CD da salvaguarda de Reflexo do alvo. Se falhar, a criatura sofre dano e fica Atordoada até o início do próximo turno. Em sucesso, evita completamente o efeito. Em caso de falha na salvaguarda de Reflexo, a criatura sofre 3d6 de dano de impacto e fica Atordoada."
821,Palmas da Terra Maior,Magias Iniciais,5,8,,Padrão,Médio,Criatura,Instantânea,Ofensiva,Terra,"Duas enormes mãos de pedra emergem do solo e se fecham sobre a criatura alvo. O conjurador realiza um ataque mágico; o resultado define a CD da salvaguarda de Reflexo do alvo. Se falhar, a criatura sofre dano e fica Atordoada até o início do próximo turno. Em sucesso, evita completamente o efeito. Em caso de falha na salvaguarda de Reflexo, a criatura sofre 4d6 de dano de impacto e fica Atordoada."
822,Palmas da Terra Avançado,Magias Iniciais,6,10,,Padrão,Médio,Criatura,Instantânea,Ofensiva,Terra,"Duas enormes mãos de pedra emergem do solo e se fecham sobre a criatura alvo. O conjurador realiza um ataque mágico; o resultado define a CD da salvaguarda de Reflexo do alvo. Se falhar, a criatura sofre dano e fica Atordoada até o início do próximo turno. Em sucesso, evita completamente o efeito. Em caso de falha na salvaguarda de Reflexo, a criatura sofre 5d6 de dano de impacto e fica Atordoada."
